playlist,stem_type,title,filename
rock-classic Vocals,vocals,Surfin' U.S.A. (Remastered 2001),01-01 Surfin' U.S.A.flac
rock-classic Instrumentals,instrumental,Bourée,01-03 Bourée.flac
rock-classic Instrumentals,instrumental,Turn to Stone,01-01 Turn to Stone.flac
rock-classic Instrumentals,instrumental,Wish You Were Here,01-04 Wish You Were Here.flac
rock-classic Instrumentals,instrumental,You Never Give Me Your Money (Remastered),01-09 You Never Give Me Your Money.flac
rock-classic Instrumentals,instrumental,Your Mother Should Know (Remastered 2009),01-05 Your Mother Should Know.flac
rock-classic Instrumentals,instrumental,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
rock-classic Instrumentals,instrumental,Ziggy Stardust  (2012 Remaster),01-09 Ziggy Stardust.flac
rock-classic Instrumentals,instrumental,Turn That Heartbeat Over Again,01-10 Turn That Heartbeat Over Again.flac
rock-classic Instrumentals,instrumental,Uncle Albert / Admiral Halsey (2012 Remaster),01-05 Uncle Albert   Admiral Halsey.flac
rock-classic Instrumentals,instrumental,Wouldn't It Be Nice (Stereo),01-14 Wouldn't It Be Nice.flac
rock-classic Instrumentals,instrumental,With A Little Help From My Friends (Remastered),01-02 With A Little Help From My Friends.flac
rock-classic Instrumentals,instrumental,Vitamin C,01-04 Vitamin C.flac
rock-classic Instrumentals,instrumental,You're Going To Lose That Girl (Remastered),01-06 You're Going To Lose That Girl.flac
rock-classic Instrumentals,instrumental,Where Or When,01-02 Where Or When.flac
rock-classic Instrumentals,instrumental,Young Americans   (Single Version; 2002 Remaster),01-09 Young Americans.flac
rock-classic Instrumentals,instrumental,Under Pressure (Remastered 2011),01-11 Under Pressure.flac
rock-classic Instrumentals,instrumental,You Make Me Feel Good,01-02 You Make Me Feel Good.flac
rock-classic Instrumentals,instrumental,Surfin' U.S.A. (Remastered 2001),01-01 Surfin' U.S.A.flac
rock-indie Vocals,vocals,You Sexy Thing,01-02 You Sexy Thing.flac
rock-indie Vocals,vocals,You Only Live Once,01-01 You Only Live Once.flac
rock-indie Vocals,vocals,Water Curses,01-01 Water Curses.flac
rock-indie Vocals,vocals,Wake,01-01 Wake.flac
rock-indie Vocals,vocals,What's Up?,01-03 What's Up.flac
rock-indie Vocals,vocals,Winter Wonderland,01-07 Winter Wonderland.flac
rock-indie Vocals,vocals,Weekend Wars (Album Version),01-02 Weekend Wars.flac
rock-indie Vocals,vocals,Untitled #1,01-02 Untitled #1.flac
rock-indie Vocals,vocals,Winters Love,01-04 Winters Love.flac
rock-indie Vocals,vocals,Two Weeks,01-02 Two Weeks.flac
rock-indie Vocals,vocals,When You Die,01-03 When You Die.flac
rock-indie Vocals,vocals,Windowpane,01-02 Windowpane.flac
rock-indie Instrumentals,instrumental,You Sexy Thing,01-02 You Sexy Thing.flac
rock-indie Instrumentals,instrumental,You Only Live Once,01-01 You Only Live Once.flac
rock-indie Instrumentals,instrumental,Water Curses,01-01 Water Curses.flac
rock-indie Instrumentals,instrumental,Wake,01-01 Wake.flac
rock-indie Instrumentals,instrumental,What's Up?,01-03 What's Up.flac
rock-indie Instrumentals,instrumental,Winter Wonderland,01-07 Winter Wonderland.flac
rock-indie Instrumentals,instrumental,Weekend Wars (Album Version),01-02 Weekend Wars.flac
rock-indie Instrumentals,instrumental,Untitled #1,01-02 Untitled #1.flac
rock-indie Instrumentals,instrumental,Winters Love,01-04 Winters Love.flac
rock-indie Instrumentals,instrumental,Two Weeks,01-02 Two Weeks.flac
rock-indie Instrumentals,instrumental,When You Die,01-03 When You Die.flac
rock-indie Instrumentals,instrumental,Windowpane,01-02 Windowpane.flac
rock-psychedelic Vocals,vocals,Watermelon In Easter Hay,02-06 Watermelon In Easter Hay.flac
rock-psychedelic Vocals,vocals,White Rabbit,01-10 White Rabbit.flac
rock-psychedelic Vocals,vocals,4th Dimensional Transition (Album Version),01-06 4th Dimensional Transition.flac
rock-psychedelic Vocals,vocals,Vital Signs (Tame Impala Cover),02-06 Vital Signs.flac
rock-psychedelic Vocals,vocals,White Room,01-01 White Room.flac
rock-psychedelic Vocals,vocals,Worry Wart,01-01 Worry Wart.flac
rock-psychedelic Vocals,vocals,Gyöngyhajú lány,01-02 Gyöngyhajú lány.flac
rock-psychedelic Instrumentals,instrumental,Watermelon In Easter Hay,02-06 Watermelon In Easter Hay.flac
rock-psychedelic Instrumentals,instrumental,White Rabbit,01-10 White Rabbit.flac
rock-psychedelic Instrumentals,instrumental,4th Dimensional Transition (Album Version),01-06 4th Dimensional Transition.flac
rock-psychedelic Instrumentals,instrumental,Vital Signs (Tame Impala Cover),02-06 Vital Signs.flac
rock-psychedelic Instrumentals,instrumental,White Room,01-01 White Room.flac
rock-psychedelic Instrumentals,instrumental,Worry Wart,01-01 Worry Wart.flac
rock-psychedelic Instrumentals,instrumental,Gyöngyhajú lány,01-02 Gyöngyhajú lány.flac
world-fusion Vocals,vocals,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
world-fusion Vocals,vocals,Wede Harer Guzo,01-06 Wede Harer Guzo.flac
world-fusion Vocals,vocals,Bamboléo,01-01 Bamboléo.flac
world-fusion Vocals,vocals,White Hop,01-06 White Hop.flac
world-fusion Vocals,vocals,Westbound Train,01-05 Westbound Train.flac
world-fusion Vocals,vocals,Nanã,01-06 Nanã.flac
world-fusion Vocals,vocals,You Could Be More As You Are,01-01 You Could Be More As You Are.flac
world-fusion Vocals,vocals,Concierto De Aranjuez: 2. Adagio,01-02 Concierto De Aranjuez  2. Adagio.flac
world-fusion Vocals,vocals,Tuyo (Narcos Theme),01-01 Tuyo (Narcos Theme).flac
world-fusion Instrumentals,instrumental,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
world-fusion Instrumentals,instrumental,Wede Harer Guzo,01-06 Wede Harer Guzo.flac
world-fusion Instrumentals,instrumental,Bamboléo,01-01 Bamboléo.flac
world-fusion Instrumentals,instrumental,White Hop,01-06 White Hop.flac
world-fusion Instrumentals,instrumental,Westbound Train,01-05 Westbound Train.flac
world-fusion Instrumentals,instrumental,Nanã,01-06 Nanã.flac
world-fusion Instrumentals,instrumental,You Could Be More As You Are,01-01 You Could Be More As You Are.flac
world-fusion Instrumentals,instrumental,Concierto De Aranjuez: 2. Adagio,01-02 Concierto De Aranjuez  2. Adagio.flac
world-fusion Instrumentals,instrumental,Tuyo (Narcos Theme),01-01 Tuyo (Narcos Theme).flac
deep Vocals,vocals,Watermelon In Easter Hay,02-06 Watermelon In Easter Hay.flac
deep Instrumentals,instrumental,Watermelon In Easter Hay,02-06 Watermelon In Easter Hay.flac
dopamine Vocals,vocals,Without Me (Album Version),01-10 Without Me.flac
dopamine Instrumentals,instrumental,Without Me (Album Version),01-10 Without Me.flac
drum-bass-layer Vocals,vocals,Wede Harer Guzo,01-06 Wede Harer Guzo.flac
drum-bass-layer Instrumentals,instrumental,Wede Harer Guzo,01-06 Wede Harer Guzo.flac
energetic Vocals,vocals,Without Me (Album Version),01-10 Without Me.flac
energetic Vocals,vocals,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
energetic Vocals,vocals,You Sexy Thing,01-05 You Sexy Thing.flac
energetic Instrumentals,instrumental,Without Me (Album Version),01-10 Without Me.flac
energetic Instrumentals,instrumental,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
energetic Instrumentals,instrumental,You Sexy Thing,01-05 You Sexy Thing.flac
funny Vocals,vocals,Without Me (Album Version),01-10 Without Me.flac
funny Instrumentals,instrumental,Without Me (Album Version),01-10 Without Me.flac
emotional-depth Vocals,vocals,Watermelon In Easter Hay,02-06 Watermelon In Easter Hay.flac
emotional-depth Vocals,vocals,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
emotional-depth Vocals,vocals,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace - Presto","01-35 Symphony No. 9 in D Minor, Op. 125 _Choral_  II. Molto vivace - Presto.flac"
emotional-depth Vocals,vocals,Wildfires,01-05 Wildfires.flac
emotional-depth Vocals,vocals,Wish You Were Here,01-04 Wish You Were Here.flac
emotional-depth Vocals,vocals,Wish I Didn't Miss You (Album Version),01-06 Wish I Didn't Miss You.flac
emotional-depth Vocals,vocals,Worlds to Run,01-06 Worlds to Run.flac
emotional-depth Vocals,vocals,Un sospiro (Remastered 1999),01-02 Un sospiro.flac
emotional-depth Vocals,vocals,"Comptine d'un autre été, l'après-midi","01-03 Comptine d'un autre été, l'après-midi.flac"
emotional-depth Vocals,vocals,Worry Wart,01-01 Worry Wart.flac
emotional-depth Vocals,vocals,"Suite Bergamasque, L. 75: III. Clair De Lune","01-05 Suite Bergamasque, L. 75  III. Clair De Lune.flac"
emotional-depth Vocals,vocals,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
emotional-depth Vocals,vocals,Gyöngyhajú lány,01-02 Gyöngyhajú lány.flac
emotional-depth Vocals,vocals,"Violin Romance No. 2 in F Major, Op. 50 (Live at Muziekcentrum, Enschede, 1997 / Applause Removed)","01-01 Violin Romance No. 2 in F Major, Op. 50.flac"
emotional-depth Vocals,vocals,"Suite bergamasque, CD 82, L. 75 - III. Clair de Lune",01-07 III. Clair de Lune.flac
emotional-depth Vocals,vocals,Why Won't They Talk To Me?,01-06 Why Won't They Talk To Me.flac
emotional-depth Vocals,vocals,Woman (Remastered 2010),02-10 Woman.flac
emotional-depth Vocals,vocals,Truth,01-01 Truth.flac
emotional-depth Vocals,vocals,Szamár Madár,01-08 Szamár Madár.flac
emotional-depth Vocals,vocals,Wuthering Heights,01-06 Wuthering Heights.flac
emotional-depth Vocals,vocals,"Suite Bergamasque: Clair de Lune, No. 3","01-04 Suite Bergamasque  Clair de Lune, No. 3.flac"
emotional-depth Vocals,vocals,Szerencsétlen,01-02 Szerencsétlen.flac
emotional-depth Vocals,vocals,What's Up?,01-03 What's Up.flac
emotional-depth Vocals,vocals,Violent Crimes,01-07 Violent Crimes.flac
emotional-depth Vocals,vocals,Waterfalls,01-08 Waterfalls.flac
emotional-depth Vocals,vocals,White Winter Hymnal,01-04 White Winter Hymnal.flac
emotional-depth Vocals,vocals,We Have All the Time in the World,01-04 We Have All the Time in the World.flac
emotional-depth Vocals,vocals,waves  (Tame Impala Remix),01-01 waves.flac
emotional-depth Vocals,vocals,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"" - I. Adagio sostenuto",03-09 I. Adagio sostenuto.flac
emotional-depth Vocals,vocals,Two Weeks,01-02 Two Weeks.flac
emotional-depth Vocals,vocals,Under Pressure (Remastered 2011),01-11 Under Pressure.flac
emotional-depth Vocals,vocals,Your Protector,01-08 Your Protector.flac
emotional-depth Vocals,vocals,Weird Fishes,01-01 Weird Fishes.flac
emotional-depth Vocals,vocals,Wouldn't Leave,01-04 Wouldn't Leave.flac
emotional-depth Vocals,vocals,When You Die,01-03 When You Die.flac
emotional-depth Vocals,vocals,Concierto De Aranjuez: 2. Adagio,01-02 Concierto De Aranjuez  2. Adagio.flac
emotional-depth Vocals,vocals,Tuyo (Narcos Theme),01-01 Tuyo (Narcos Theme).flac
emotional-depth Vocals,vocals,Yesterday (Remastered),01-13 Yesterday.flac
emotional-depth Vocals,vocals,Where Is The Love?,01-13 Where Is The Love.flac
emotional-depth Vocals,vocals,West End Girls  (2001 Remaster),02-06 West End Girls.flac
emotional-depth Vocals,vocals,What A Wonderful World,02-01 What A Wonderful World.flac
emotional-depth Vocals,vocals,What A Difference A Day Made,01-07 What A Difference A Day Made.flac
emotional-depth Instrumentals,instrumental,Watermelon In Easter Hay,02-06 Watermelon In Easter Hay.flac
emotional-depth Instrumentals,instrumental,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
emotional-depth Instrumentals,instrumental,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace - Presto","01-35 Symphony No. 9 in D Minor, Op. 125 _Choral_  II. Molto vivace - Presto.flac"
emotional-depth Instrumentals,instrumental,Wildfires,01-05 Wildfires.flac
emotional-depth Instrumentals,instrumental,Wish You Were Here,01-04 Wish You Were Here.flac
emotional-depth Instrumentals,instrumental,Wish I Didn't Miss You (Album Version),01-06 Wish I Didn't Miss You.flac
emotional-depth Instrumentals,instrumental,Worlds to Run,01-06 Worlds to Run.flac
emotional-depth Instrumentals,instrumental,Un sospiro (Remastered 1999),01-02 Un sospiro.flac
emotional-depth Instrumentals,instrumental,"Comptine d'un autre été, l'après-midi","01-03 Comptine d'un autre été, l'après-midi.flac"
emotional-depth Instrumentals,instrumental,Worry Wart,01-01 Worry Wart.flac
emotional-depth Instrumentals,instrumental,"Suite Bergamasque, L. 75: III. Clair De Lune","01-05 Suite Bergamasque, L. 75  III. Clair De Lune.flac"
emotional-depth Instrumentals,instrumental,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
emotional-depth Instrumentals,instrumental,Gyöngyhajú lány,01-02 Gyöngyhajú lány.flac
emotional-depth Instrumentals,instrumental,"Violin Romance No. 2 in F Major, Op. 50 (Live at Muziekcentrum, Enschede, 1997 / Applause Removed)","01-01 Violin Romance No. 2 in F Major, Op. 50.flac"
emotional-depth Instrumentals,instrumental,"Suite bergamasque, CD 82, L. 75 - III. Clair de Lune",01-07 III. Clair de Lune.flac
emotional-depth Instrumentals,instrumental,Why Won't They Talk To Me?,01-06 Why Won't They Talk To Me.flac
emotional-depth Instrumentals,instrumental,Woman (Remastered 2010),02-10 Woman.flac
emotional-depth Instrumentals,instrumental,Truth,01-01 Truth.flac
emotional-depth Instrumentals,instrumental,Szamár Madár,01-08 Szamár Madár.flac
emotional-depth Instrumentals,instrumental,Wuthering Heights,01-06 Wuthering Heights.flac
emotional-depth Instrumentals,instrumental,"Suite Bergamasque: Clair de Lune, No. 3","01-04 Suite Bergamasque  Clair de Lune, No. 3.flac"
emotional-depth Instrumentals,instrumental,Szerencsétlen,01-02 Szerencsétlen.flac
emotional-depth Instrumentals,instrumental,What's Up?,01-03 What's Up.flac
emotional-depth Instrumentals,instrumental,Violent Crimes,01-07 Violent Crimes.flac
emotional-depth Instrumentals,instrumental,Waterfalls,01-08 Waterfalls.flac
emotional-depth Instrumentals,instrumental,White Winter Hymnal,01-04 White Winter Hymnal.flac
emotional-depth Instrumentals,instrumental,We Have All the Time in the World,01-04 We Have All the Time in the World.flac
emotional-depth Instrumentals,instrumental,waves  (Tame Impala Remix),01-01 waves.flac
emotional-depth Instrumentals,instrumental,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"" - I. Adagio sostenuto",03-09 I. Adagio sostenuto.flac
emotional-depth Instrumentals,instrumental,Two Weeks,01-02 Two Weeks.flac
emotional-depth Instrumentals,instrumental,Under Pressure (Remastered 2011),01-11 Under Pressure.flac
emotional-depth Instrumentals,instrumental,Your Protector,01-08 Your Protector.flac
emotional-depth Instrumentals,instrumental,Weird Fishes,01-01 Weird Fishes.flac
emotional-depth Instrumentals,instrumental,Wouldn't Leave,01-04 Wouldn't Leave.flac
emotional-depth Instrumentals,instrumental,When You Die,01-03 When You Die.flac
emotional-depth Instrumentals,instrumental,Concierto De Aranjuez: 2. Adagio,01-02 Concierto De Aranjuez  2. Adagio.flac
emotional-depth Instrumentals,instrumental,Tuyo (Narcos Theme),01-01 Tuyo (Narcos Theme).flac
emotional-depth Instrumentals,instrumental,Yesterday (Remastered),01-13 Yesterday.flac
emotional-depth Instrumentals,instrumental,Where Is The Love?,01-13 Where Is The Love.flac
emotional-depth Instrumentals,instrumental,West End Girls  (2001 Remaster),02-06 West End Girls.flac
emotional-depth Instrumentals,instrumental,What A Wonderful World,02-01 What A Wonderful World.flac
emotional-depth Instrumentals,instrumental,What A Difference A Day Made,01-07 What A Difference A Day Made.flac
euphoric-melody Vocals,vocals,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
euphoric-melody Vocals,vocals,What If I Go?,01-07 What If I Go.flac
euphoric-melody Vocals,vocals,"16 Waltzes, Op. 39 - No. 15 in A-Flat Major",01-15 No. 15 in A-Flat Major.flac
euphoric-melody Vocals,vocals,Want to Want Me,01-01 Want to Want Me.flac
euphoric-melody Vocals,vocals,We Are Young (feat. Janelle Monáe),01-01 We Are Young.flac
euphoric-melody Vocals,vocals,Wouldn't It Be Nice (Stereo),01-14 Wouldn't It Be Nice.flac
euphoric-melody Vocals,vocals,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
euphoric-melody Vocals,vocals,You & Me,01-11 You & Me.flac
euphoric-melody Vocals,vocals,You & Me,01-01 You & Me.flac
euphoric-melody Vocals,vocals,White Noise,01-05 White Noise.flac
euphoric-melody Vocals,vocals,"Die Hochzeit des Figaro, KV 492: Ouvertüre","01-05 Die Hochzeit des Figaro, KV 492  Ouvertüre.flac"
euphoric-melody Instrumentals,instrumental,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
euphoric-melody Instrumentals,instrumental,What If I Go?,01-07 What If I Go.flac
euphoric-melody Instrumentals,instrumental,"16 Waltzes, Op. 39 - No. 15 in A-Flat Major",01-15 No. 15 in A-Flat Major.flac
euphoric-melody Instrumentals,instrumental,Want to Want Me,01-01 Want to Want Me.flac
euphoric-melody Instrumentals,instrumental,We Are Young (feat. Janelle Monáe),01-01 We Are Young.flac
euphoric-melody Instrumentals,instrumental,Wouldn't It Be Nice (Stereo),01-14 Wouldn't It Be Nice.flac
euphoric-melody Instrumentals,instrumental,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
