playlist,stem_type,title,filename
head-nodder Instrumentals,instrumental,Wouldn't Leave,01-04 Wouldn't Leave.flac
head-nodder Instrumentals,instrumental,435,01-01 435.flac
head-nodder Instrumentals,instrumental,Windowpane,01-02 Windowpane.flac
head-nodder Instrumentals,instrumental,Something For Your M.I.N.D.,01-06 Something For Your M.I.N.D.flac
head-nodder Instrumentals,instrumental,West End Girls  (2001 Remaster),02-06 West End Girls.flac
head-nodder Instrumentals,instrumental,Underwater Boy,01-09 Underwater Boy.flac
instant-dancefloor Vocals,vocals,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
instant-dancefloor Vocals,vocals,You Sexy Thing,01-05 You Sexy Thing.flac
instant-dancefloor Vocals,vocals,212,01-05 212.flac
instant-dancefloor Vocals,vocals,Uptown Festival  (Medley),01-15 Uptown Festival.flac
instant-dancefloor Vocals,vocals,When A Fire Starts To Burn,01-02 When A Fire Starts To Burn.flac
instant-dancefloor Vocals,vocals,Twerk,01-01 Twerk.flac
instant-dancefloor Vocals,vocals,Bamboléo,01-01 Bamboléo.flac
instant-dancefloor Vocals,vocals,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
instant-dancefloor Vocals,vocals,You & Me,01-11 You & Me.flac
instant-dancefloor Vocals,vocals,You Could've Been a Lady,01-05 You Could've Been a Lady.flac
instant-dancefloor Instrumentals,instrumental,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
instant-dancefloor Instrumentals,instrumental,You Sexy Thing,01-05 You Sexy Thing.flac
instant-dancefloor Instrumentals,instrumental,212,01-05 212.flac
instant-dancefloor Instrumentals,instrumental,Uptown Festival  (Medley),01-15 Uptown Festival.flac
instant-dancefloor Instrumentals,instrumental,When A Fire Starts To Burn,01-02 When A Fire Starts To Burn.flac
instant-dancefloor Instrumentals,instrumental,Twerk,01-01 Twerk.flac
instant-dancefloor Instrumentals,instrumental,Bamboléo,01-01 Bamboléo.flac
instant-dancefloor Instrumentals,instrumental,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
instant-dancefloor Instrumentals,instrumental,You & Me,01-11 You & Me.flac
instant-dancefloor Instrumentals,instrumental,You Could've Been a Lady,01-05 You Could've Been a Lady.flac
needs-layering Vocals,vocals,Danke Schoën,01-04 Danke Schoën.flac
needs-layering Vocals,vocals,Winters Love,01-04 Winters Love.flac
needs-layering Vocals,vocals,Venom's In,01-07 Venom's In.flac
needs-layering Vocals,vocals,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"" - I. Adagio sostenuto",03-09 I. Adagio sostenuto.flac
needs-layering Vocals,vocals,Wouldn't Leave,01-04 Wouldn't Leave.flac
needs-layering Vocals,vocals,Tuyo (Narcos Theme),01-01 Tuyo (Narcos Theme).flac
needs-layering Vocals,vocals,Yesterday (Remastered),01-13 Yesterday.flac
needs-layering Instrumentals,instrumental,Danke Schoën,01-04 Danke Schoën.flac
needs-layering Instrumentals,instrumental,Winters Love,01-04 Winters Love.flac
needs-layering Instrumentals,instrumental,Venom's In,01-07 Venom's In.flac
needs-layering Instrumentals,instrumental,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"" - I. Adagio sostenuto",03-09 I. Adagio sostenuto.flac
needs-layering Instrumentals,instrumental,Wouldn't Leave,01-04 Wouldn't Leave.flac
needs-layering Instrumentals,instrumental,Tuyo (Narcos Theme),01-01 Tuyo (Narcos Theme).flac
needs-layering Instrumentals,instrumental,Yesterday (Remastered),01-13 Yesterday.flac
niche-dancer Vocals,vocals,Vidya,01-07 Vidya.flac
niche-dancer Vocals,vocals,Szerencsétlen,01-02 Szerencsétlen.flac
niche-dancer Instrumentals,instrumental,Vidya,01-07 Vidya.flac
niche-dancer Instrumentals,instrumental,Szerencsétlen,01-02 Szerencsétlen.flac
non-danceable-standalone Vocals,vocals,Watermelon In Easter Hay,02-06 Watermelon In Easter Hay.flac
non-danceable-standalone Vocals,vocals,Warm,01-01 Warm.flac
non-danceable-standalone Vocals,vocals,Wish You Were Here,01-04 Wish You Were Here.flac
non-danceable-standalone Vocals,vocals,Un sospiro (Remastered 1999),01-02 Un sospiro.flac
non-danceable-standalone Vocals,vocals,"Suite Bergamasque, L. 75: III. Clair De Lune","01-05 Suite Bergamasque, L. 75  III. Clair De Lune.flac"
non-danceable-standalone Vocals,vocals,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
non-danceable-standalone Vocals,vocals,Danke Schoën,01-04 Danke Schoën.flac
non-danceable-standalone Vocals,vocals,"16 Waltzes, Op. 39 - No. 15 in A-Flat Major",01-15 No. 15 in A-Flat Major.flac
non-danceable-standalone Vocals,vocals,"Suite Bergamasque: Clair de Lune, No. 3","01-04 Suite Bergamasque  Clair de Lune, No. 3.flac"
non-danceable-standalone Vocals,vocals,White Winter Hymnal,01-04 White Winter Hymnal.flac
non-danceable-standalone Vocals,vocals,We Have All the Time in the World,01-04 We Have All the Time in the World.flac
non-danceable-standalone Vocals,vocals,Yesterday (Remastered),01-13 Yesterday.flac
non-danceable-standalone Vocals,vocals,What A Wonderful World,02-01 What A Wonderful World.flac
non-danceable-standalone Instrumentals,instrumental,Watermelon In Easter Hay,02-06 Watermelon In Easter Hay.flac
non-danceable-standalone Instrumentals,instrumental,Warm,01-01 Warm.flac
non-danceable-standalone Instrumentals,instrumental,Wish You Were Here,01-04 Wish You Were Here.flac
non-danceable-standalone Instrumentals,instrumental,Un sospiro (Remastered 1999),01-02 Un sospiro.flac
non-danceable-standalone Instrumentals,instrumental,"Suite Bergamasque, L. 75: III. Clair De Lune","01-05 Suite Bergamasque, L. 75  III. Clair De Lune.flac"
non-danceable-standalone Instrumentals,instrumental,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
non-danceable-standalone Instrumentals,instrumental,Danke Schoën,01-04 Danke Schoën.flac
non-danceable-standalone Instrumentals,instrumental,"16 Waltzes, Op. 39 - No. 15 in A-Flat Major",01-15 No. 15 in A-Flat Major.flac
non-danceable-standalone Instrumentals,instrumental,"Suite Bergamasque: Clair de Lune, No. 3","01-04 Suite Bergamasque  Clair de Lune, No. 3.flac"
non-danceable-standalone Instrumentals,instrumental,White Winter Hymnal,01-04 White Winter Hymnal.flac
non-danceable-standalone Instrumentals,instrumental,We Have All the Time in the World,01-04 We Have All the Time in the World.flac
non-danceable-standalone Instrumentals,instrumental,Yesterday (Remastered),01-13 Yesterday.flac
non-danceable-standalone Instrumentals,instrumental,What A Wonderful World,02-01 What A Wonderful World.flac
slow-burn-dance Vocals,vocals,Wede Harer Guzo,01-06 Wede Harer Guzo.flac
slow-burn-dance Vocals,vocals,Nanã,01-06 Nanã.flac
slow-burn-dance Vocals,vocals,You Could Be More As You Are,01-01 You Could Be More As You Are.flac
slow-burn-dance Instrumentals,instrumental,Wede Harer Guzo,01-06 Wede Harer Guzo.flac
slow-burn-dance Instrumentals,instrumental,Nanã,01-06 Nanã.flac
slow-burn-dance Instrumentals,instrumental,You Could Be More As You Are,01-01 You Could Be More As You Are.flac
beatmatched-friendly Vocals,vocals,We The People....,01-02 We The People.flac
beatmatched-friendly Vocals,vocals,Turn to Stone,01-01 Turn to Stone.flac
beatmatched-friendly Vocals,vocals,Uptown Festival  (Medley),01-15 Uptown Festival.flac
beatmatched-friendly Vocals,vocals,Twerk,01-01 Twerk.flac
beatmatched-friendly Vocals,vocals,Wait for the Moment,01-01 Wait for the Moment.flac
beatmatched-friendly Vocals,vocals,Want to Want Me,01-01 Want to Want Me.flac
beatmatched-friendly Vocals,vocals,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
beatmatched-friendly Vocals,vocals,XYZ,01-01 XYZ.flac
beatmatched-friendly Vocals,vocals,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
beatmatched-friendly Vocals,vocals,What I Want,01-01 What I Want.flac
beatmatched-friendly Vocals,vocals,You & Me,01-11 You & Me.flac
beatmatched-friendly Vocals,vocals,White Noise,01-05 White Noise.flac
beatmatched-friendly Instrumentals,instrumental,We The People....,01-02 We The People.flac
beatmatched-friendly Instrumentals,instrumental,Turn to Stone,01-01 Turn to Stone.flac
beatmatched-friendly Instrumentals,instrumental,Uptown Festival  (Medley),01-15 Uptown Festival.flac
beatmatched-friendly Instrumentals,instrumental,Twerk,01-01 Twerk.flac
beatmatched-friendly Instrumentals,instrumental,Wait for the Moment,01-01 Wait for the Moment.flac
beatmatched-friendly Instrumentals,instrumental,Want to Want Me,01-01 Want to Want Me.flac
beatmatched-friendly Instrumentals,instrumental,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
beatmatched-friendly Instrumentals,instrumental,XYZ,01-01 XYZ.flac
beatmatched-friendly Instrumentals,instrumental,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
beatmatched-friendly Instrumentals,instrumental,What I Want,01-01 What I Want.flac
beatmatched-friendly Instrumentals,instrumental,You & Me,01-11 You & Me.flac
beatmatched-friendly Instrumentals,instrumental,White Noise,01-05 White Noise.flac
clean-outro Vocals,vocals,"16 Waltzes, Op. 39 - No. 15 in A-Flat Major",01-15 No. 15 in A-Flat Major.flac
clean-outro Instrumentals,instrumental,"16 Waltzes, Op. 39 - No. 15 in A-Flat Major",01-15 No. 15 in A-Flat Major.flac
drop-heavy Vocals,vocals,212,01-05 212.flac
drop-heavy Instrumentals,instrumental,212,01-05 212.flac
fade-outro Vocals,vocals,Wish I Didn't Miss You (Album Version),01-06 Wish I Didn't Miss You.flac
fade-outro Vocals,vocals,We Built This City,01-01 We Built This City.flac
fade-outro Vocals,vocals,Danke Schoën,01-04 Danke Schoën.flac
fade-outro Vocals,vocals,Under Pressure (Remastered 2011),01-11 Under Pressure.flac
fade-outro Vocals,vocals,Surfin' U.S.A. (Remastered 2001),01-01 Surfin' U.S.A.flac
fade-outro Instrumentals,instrumental,Wish I Didn't Miss You (Album Version),01-06 Wish I Didn't Miss You.flac
fade-outro Instrumentals,instrumental,We Built This City,01-01 We Built This City.flac
fade-outro Instrumentals,instrumental,Danke Schoën,01-04 Danke Schoën.flac
fade-outro Instrumentals,instrumental,Under Pressure (Remastered 2011),01-11 Under Pressure.flac
fade-outro Instrumentals,instrumental,Surfin' U.S.A. (Remastered 2001),01-01 Surfin' U.S.A.flac
full-energy-start Vocals,vocals,You Only Live Once,01-01 You Only Live Once.flac
full-energy-start Vocals,vocals,Vitamin C,01-04 Vitamin C.flac
full-energy-start Vocals,vocals,Twist And Shout,01-01 Twist And Shout.flac
full-energy-start Vocals,vocals,435,01-01 435.flac
full-energy-start Instrumentals,instrumental,You Only Live Once,01-01 You Only Live Once.flac
full-energy-start Instrumentals,instrumental,Vitamin C,01-04 Vitamin C.flac
full-energy-start Instrumentals,instrumental,Twist And Shout,01-01 Twist And Shout.flac
full-energy-start Instrumentals,instrumental,435,01-01 435.flac
long-intro Vocals,vocals,Wish You Were Here,01-04 Wish You Were Here.flac
long-intro Vocals,vocals,You Could Be More As You Are,01-01 You Could Be More As You Are.flac
long-intro Vocals,vocals,Who's The Blacksheep,01-01 Who's The Blacksheep.flac
long-intro Instrumentals,instrumental,Wish You Were Here,01-04 Wish You Were Here.flac
long-intro Instrumentals,instrumental,You Could Be More As You Are,01-01 You Could Be More As You Are.flac
long-intro Instrumentals,instrumental,Who's The Blacksheep,01-01 Who's The Blacksheep.flac
short-intro Vocals,vocals,We The People....,01-02 We The People.flac
short-intro Vocals,vocals,What If I Go?,01-07 What If I Go.flac
short-intro Vocals,vocals,Turn to Stone,01-01 Turn to Stone.flac
short-intro Vocals,vocals,Wait,01-03 Wait.flac
short-intro Vocals,vocals,You're Going To Lose That Girl (Remastered),01-06 You're Going To Lose That Girl.flac
short-intro Vocals,vocals,Where Did Our Love Go,01-01 Where Did Our Love Go.flac
short-intro Vocals,vocals,You Make Me Feel Good,01-02 You Make Me Feel Good.flac
short-intro Vocals,vocals,You Could've Been a Lady,01-05 You Could've Been a Lady.flac
short-intro Instrumentals,instrumental,We The People....,01-02 We The People.flac
short-intro Instrumentals,instrumental,What If I Go?,01-07 What If I Go.flac
short-intro Instrumentals,instrumental,Turn to Stone,01-01 Turn to Stone.flac
short-intro Instrumentals,instrumental,Wait,01-03 Wait.flac
short-intro Instrumentals,instrumental,You're Going To Lose That Girl (Remastered),01-06 You're Going To Lose That Girl.flac
short-intro Instrumentals,instrumental,Where Did Our Love Go,01-01 Where Did Our Love Go.flac
short-intro Instrumentals,instrumental,You Make Me Feel Good,01-02 You Make Me Feel Good.flac
short-intro Instrumentals,instrumental,You Could've Been a Lady,01-05 You Could've Been a Lady.flac
smooth-transitions Vocals,vocals,Worlds to Run,01-06 Worlds to Run.flac
smooth-transitions Vocals,vocals,Yellow Magic (Tong Poo),01-06 Yellow Magic (Tong Poo).flac
smooth-transitions Vocals,vocals,"Sincerely Yours, The D.A.C.","01-23 Sincerely Yours, The D.A.C.flac"
smooth-transitions Vocals,vocals,You're So Vain (LP Version),01-03 You're So Vain.flac
smooth-transitions Vocals,vocals,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
smooth-transitions Vocals,vocals,Nanã,01-06 Nanã.flac
smooth-transitions Vocals,vocals,Tuyo (Narcos Theme),01-01 Tuyo (Narcos Theme).flac
smooth-transitions Instrumentals,instrumental,Worlds to Run,01-06 Worlds to Run.flac
smooth-transitions Instrumentals,instrumental,Yellow Magic (Tong Poo),01-06 Yellow Magic (Tong Poo).flac
smooth-transitions Instrumentals,instrumental,"Sincerely Yours, The D.A.C.","01-23 Sincerely Yours, The D.A.C.flac"
smooth-transitions Instrumentals,instrumental,You're So Vain (LP Version),01-03 You're So Vain.flac
smooth-transitions Instrumentals,instrumental,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
smooth-transitions Instrumentals,instrumental,Nanã,01-06 Nanã.flac
smooth-transitions Instrumentals,instrumental,Tuyo (Narcos Theme),01-01 Tuyo (Narcos Theme).flac
tempo-challenging Vocals,vocals,Who Could Win A Rabbit,01-02 Who Could Win A Rabbit.flac
tempo-challenging Vocals,vocals,White Room,01-01 White Room.flac
tempo-challenging Vocals,vocals,너 땜에 맘이 맘이 맘이 맘이 괴로워요,01-01 너 땜에 맘이 맘이 맘이 맘이 괴로워요.flac
tempo-challenging Vocals,vocals,Un sospiro (Remastered 1999),01-02 Un sospiro.flac
tempo-challenging Vocals,vocals,Walkürenritt,01-05 Walkürenritt.flac
tempo-challenging Vocals,vocals,Danke Schoën,01-04 Danke Schoën.flac
tempo-challenging Vocals,vocals,Szamár Madár,01-08 Szamár Madár.flac
tempo-challenging Vocals,vocals,Szerencsétlen,01-02 Szerencsétlen.flac
tempo-challenging Vocals,vocals,Where Or When,01-02 Where Or When.flac
tempo-challenging Vocals,vocals,"Symphony No. 9 in D Minor, Op. 125 ""Choral"" - II. Molto vivace",01-04 II. Molto vivace.flac
tempo-challenging Instrumentals,instrumental,Who Could Win A Rabbit,01-02 Who Could Win A Rabbit.flac
tempo-challenging Instrumentals,instrumental,White Room,01-01 White Room.flac
tempo-challenging Instrumentals,instrumental,너 땜에 맘이 맘이 맘이 맘이 괴로워요,01-01 너 땜에 맘이 맘이 맘이 맘이 괴로워요.flac
tempo-challenging Instrumentals,instrumental,Un sospiro (Remastered 1999),01-02 Un sospiro.flac
tempo-challenging Instrumentals,instrumental,Walkürenritt,01-05 Walkürenritt.flac
tempo-challenging Instrumentals,instrumental,Danke Schoën,01-04 Danke Schoën.flac
tempo-challenging Instrumentals,instrumental,Szamár Madár,01-08 Szamár Madár.flac
tempo-challenging Instrumentals,instrumental,Szerencsétlen,01-02 Szerencsétlen.flac
tempo-challenging Instrumentals,instrumental,Where Or When,01-02 Where Or When.flac
tempo-challenging Instrumentals,instrumental,"Symphony No. 9 in D Minor, Op. 125 ""Choral"" - II. Molto vivace",01-04 II. Molto vivace.flac
electronic-ambient Vocals,vocals,Warm,01-01 Warm.flac
electronic-ambient Vocals,vocals,Virginia Tech,01-01 Virginia Tech.flac
electronic-ambient Instrumentals,instrumental,Warm,01-01 Warm.flac
electronic-ambient Instrumentals,instrumental,Virginia Tech,01-01 Virginia Tech.flac
electronic-dance Vocals,vocals,What If I Go?,01-07 What If I Go.flac
electronic-dance Vocals,vocals,When A Fire Starts To Burn,01-02 When A Fire Starts To Burn.flac
electronic-dance Vocals,vocals,Twerk,01-01 Twerk.flac
electronic-dance Vocals,vocals,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
electronic-dance Vocals,vocals,Willing & Able,01-05 Willing & Able.flac
electronic-dance Vocals,vocals,Voices,01-08 Voices.flac
electronic-dance Vocals,vocals,Nanã,01-06 Nanã.flac
electronic-dance Vocals,vocals,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
electronic-dance Vocals,vocals,What I Want,01-01 What I Want.flac
electronic-dance Vocals,vocals,Who's The Blacksheep,01-01 Who's The Blacksheep.flac
electronic-dance Vocals,vocals,You & Me,01-11 You & Me.flac
electronic-dance Vocals,vocals,You & Me,01-01 You & Me.flac
electronic-dance Vocals,vocals,White Noise,01-05 White Noise.flac
electronic-dance Vocals,vocals,Give Life Back to Music,01-01 Give Life Back to Music.flac
electronic-dance Instrumentals,instrumental,What If I Go?,01-07 What If I Go.flac
electronic-dance Instrumentals,instrumental,When A Fire Starts To Burn,01-02 When A Fire Starts To Burn.flac
electronic-dance Instrumentals,instrumental,Twerk,01-01 Twerk.flac
electronic-dance Instrumentals,instrumental,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
electronic-dance Instrumentals,instrumental,Willing & Able,01-05 Willing & Able.flac
electronic-dance Instrumentals,instrumental,Voices,01-08 Voices.flac
electronic-dance Instrumentals,instrumental,Nanã,01-06 Nanã.flac
electronic-dance Instrumentals,instrumental,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
electronic-dance Instrumentals,instrumental,What I Want,01-01 What I Want.flac
electronic-dance Instrumentals,instrumental,Who's The Blacksheep,01-01 Who's The Blacksheep.flac
electronic-dance Instrumentals,instrumental,You & Me,01-11 You & Me.flac
electronic-dance Instrumentals,instrumental,You & Me,01-01 You & Me.flac
electronic-dance Instrumentals,instrumental,White Noise,01-05 White Noise.flac
electronic-dance Instrumentals,instrumental,Give Life Back to Music,01-01 Give Life Back to Music.flac
electronic-experimental Vocals,vocals,When I Was Done Dying,01-03 When I Was Done Dying.flac
electronic-experimental Vocals,vocals,너 땜에 맘이 맘이 맘이 맘이 괴로워요,01-01 너 땜에 맘이 맘이 맘이 맘이 괴로워요.flac
electronic-experimental Vocals,vocals,Yellow Magic (Tong Poo),01-06 Yellow Magic (Tong Poo).flac
electronic-experimental Vocals,vocals,Vidya,01-07 Vidya.flac
electronic-experimental Vocals,vocals,Szamár Madár,01-08 Szamár Madár.flac
electronic-experimental Vocals,vocals,Szerencsétlen,01-02 Szerencsétlen.flac
electronic-experimental Vocals,vocals,Vanished,01-10 Vanished.flac
electronic-experimental Instrumentals,instrumental,When I Was Done Dying,01-03 When I Was Done Dying.flac
electronic-experimental Instrumentals,instrumental,너 땜에 맘이 맘이 맘이 맘이 괴로워요,01-01 너 땜에 맘이 맘이 맘이 맘이 괴로워요.flac
electronic-experimental Instrumentals,instrumental,Yellow Magic (Tong Poo),01-06 Yellow Magic (Tong Poo).flac
electronic-experimental Instrumentals,instrumental,Vidya,01-07 Vidya.flac
electronic-experimental Instrumentals,instrumental,Szamár Madár,01-08 Szamár Madár.flac
electronic-experimental Instrumentals,instrumental,Szerencsétlen,01-02 Szerencsétlen.flac
electronic-experimental Instrumentals,instrumental,Vanished,01-10 Vanished.flac
folk-modern Vocals,vocals,White Winter Hymnal,01-02 White Winter Hymnal.flac
folk-modern Vocals,vocals,White Winter Hymnal,01-04 White Winter Hymnal.flac
folk-modern Vocals,vocals,Your Protector,01-08 Your Protector.flac
folk-modern Instrumentals,instrumental,White Winter Hymnal,01-02 White Winter Hymnal.flac
folk-modern Instrumentals,instrumental,White Winter Hymnal,01-04 White Winter Hymnal.flac
folk-modern Instrumentals,instrumental,Your Protector,01-08 Your Protector.flac
genre-fluid Vocals,vocals,Wildfires,01-05 Wildfires.flac
genre-fluid Instrumentals,instrumental,Wildfires,01-05 Wildfires.flac
hip-hop-conscious Vocals,vocals,Without Me (Album Version),01-10 Without Me.flac
hip-hop-conscious Vocals,vocals,We The People....,01-02 We The People.flac
hip-hop-conscious Vocals,vocals,Can I Watch? (feat. Apani B as Nikki),01-09 Can I Watch  (feat. Apani B as Nikki).flac
hip-hop-conscious Vocals,vocals,XYZ,01-01 XYZ.flac
hip-hop-conscious Vocals,vocals,Violent Crimes,01-07 Violent Crimes.flac
hip-hop-conscious Vocals,vocals,Wouldn't Leave,01-04 Wouldn't Leave.flac
hip-hop-conscious Vocals,vocals,Where Is The Love?,01-13 Where Is The Love.flac
hip-hop-conscious Instrumentals,instrumental,Without Me (Album Version),01-10 Without Me.flac
hip-hop-conscious Instrumentals,instrumental,We The People....,01-02 We The People.flac
hip-hop-conscious Instrumentals,instrumental,Can I Watch? (feat. Apani B as Nikki),01-09 Can I Watch  (feat. Apani B as Nikki).flac
hip-hop-conscious Instrumentals,instrumental,XYZ,01-01 XYZ.flac
hip-hop-conscious Instrumentals,instrumental,Violent Crimes,01-07 Violent Crimes.flac
hip-hop-conscious Instrumentals,instrumental,Wouldn't Leave,01-04 Wouldn't Leave.flac
hip-hop-conscious Instrumentals,instrumental,Where Is The Love?,01-13 Where Is The Love.flac
hip-hop-experimental Vocals,vocals,212,01-05 212.flac
hip-hop-experimental Vocals,vocals,Worlds to Run,01-06 Worlds to Run.flac
hip-hop-experimental Vocals,vocals,"Sincerely Yours, The D.A.C.","01-23 Sincerely Yours, The D.A.C.flac"
hip-hop-experimental Vocals,vocals,YouThatINeed,01-14 YouThatINeed.flac
hip-hop-experimental Vocals,vocals,435,01-01 435.flac
hip-hop-experimental Vocals,vocals,Your Favorite Place,01-04 Your Favorite Place.flac
hip-hop-experimental Instrumentals,instrumental,212,01-05 212.flac
hip-hop-experimental Instrumentals,instrumental,Worlds to Run,01-06 Worlds to Run.flac
hip-hop-experimental Instrumentals,instrumental,"Sincerely Yours, The D.A.C.","01-23 Sincerely Yours, The D.A.C.flac"
hip-hop-experimental Instrumentals,instrumental,YouThatINeed,01-14 YouThatINeed.flac
hip-hop-experimental Instrumentals,instrumental,435,01-01 435.flac
hip-hop-experimental Instrumentals,instrumental,Your Favorite Place,01-04 Your Favorite Place.flac
jazz-influenced Vocals,vocals,Walkürenritt,01-05 Walkürenritt.flac
jazz-influenced Vocals,vocals,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
jazz-influenced Vocals,vocals,Turn That Heartbeat Over Again,01-10 Turn That Heartbeat Over Again.flac
jazz-influenced Vocals,vocals,Truth,01-01 Truth.flac
jazz-influenced Vocals,vocals,Windowpane,01-02 Windowpane.flac
jazz-influenced Vocals,vocals,What A Difference A Day Made,01-07 What A Difference A Day Made.flac
jazz-influenced Instrumentals,instrumental,Walkürenritt,01-05 Walkürenritt.flac
jazz-influenced Instrumentals,instrumental,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
jazz-influenced Instrumentals,instrumental,Turn That Heartbeat Over Again,01-10 Turn That Heartbeat Over Again.flac
jazz-influenced Instrumentals,instrumental,Truth,01-01 Truth.flac
jazz-influenced Instrumentals,instrumental,Windowpane,01-02 Windowpane.flac
jazz-influenced Instrumentals,instrumental,What A Difference A Day Made,01-07 What A Difference A Day Made.flac
pop-experimental Vocals,vocals,Something For Your M.I.N.D.,01-01 Something For Your M.I.N.D.flac
pop-experimental Vocals,vocals,Virginia Tech,01-01 Virginia Tech.flac
pop-experimental Vocals,vocals,Venom's In,01-07 Venom's In.flac
pop-experimental Vocals,vocals,Something For Your M.I.N.D.,01-06 Something For Your M.I.N.D.flac
pop-experimental Vocals,vocals,Underwater Boy,01-09 Underwater Boy.flac
pop-experimental Instrumentals,instrumental,Something For Your M.I.N.D.,01-01 Something For Your M.I.N.D.flac
pop-experimental Instrumentals,instrumental,Virginia Tech,01-01 Virginia Tech.flac
pop-experimental Instrumentals,instrumental,Venom's In,01-07 Venom's In.flac
pop-experimental Instrumentals,instrumental,Something For Your M.I.N.D.,01-06 Something For Your M.I.N.D.flac
pop-experimental Instrumentals,instrumental,Underwater Boy,01-09 Underwater Boy.flac
pop-sophisticated Vocals,vocals,You Sexy Thing,01-05 You Sexy Thing.flac
pop-sophisticated Vocals,vocals,You've Got a Woman,01-01 You've Got a Woman.flac
pop-sophisticated Vocals,vocals,Who Loves the Sun  (2015 Remaster),01-01 Who Loves the Sun.flac
pop-sophisticated Vocals,vocals,You're So Vain (LP Version),01-03 You're So Vain.flac
pop-sophisticated Vocals,vocals,Want to Want Me,01-01 Want to Want Me.flac
pop-sophisticated Vocals,vocals,We Are Young (feat. Janelle Monáe),01-01 We Are Young.flac
pop-sophisticated Vocals,vocals,Wuthering Heights,01-06 Wuthering Heights.flac
pop-sophisticated Vocals,vocals,Wait,01-03 Wait.flac
pop-sophisticated Vocals,vocals,What a Fool Believes,01-02 What a Fool Believes.flac
pop-sophisticated Vocals,vocals,Valerie  (Version Revisited),01-05 Valerie.flac
pop-sophisticated Instrumentals,instrumental,You Sexy Thing,01-05 You Sexy Thing.flac
pop-sophisticated Instrumentals,instrumental,You've Got a Woman,01-01 You've Got a Woman.flac
pop-sophisticated Instrumentals,instrumental,Who Loves the Sun  (2015 Remaster),01-01 Who Loves the Sun.flac
pop-sophisticated Instrumentals,instrumental,You're So Vain (LP Version),01-03 You're So Vain.flac
pop-sophisticated Instrumentals,instrumental,Want to Want Me,01-01 Want to Want Me.flac
pop-sophisticated Instrumentals,instrumental,We Are Young (feat. Janelle Monáe),01-01 We Are Young.flac
pop-sophisticated Instrumentals,instrumental,Wuthering Heights,01-06 Wuthering Heights.flac
pop-sophisticated Instrumentals,instrumental,Wait,01-03 Wait.flac
pop-sophisticated Instrumentals,instrumental,What a Fool Believes,01-02 What a Fool Believes.flac
pop-sophisticated Instrumentals,instrumental,Valerie  (Version Revisited),01-05 Valerie.flac
rock-classic Vocals,vocals,Bourée,01-03 Bourée.flac
rock-classic Vocals,vocals,Turn to Stone,01-01 Turn to Stone.flac
rock-classic Vocals,vocals,Wish You Were Here,01-04 Wish You Were Here.flac
rock-classic Vocals,vocals,You Never Give Me Your Money (Remastered),01-09 You Never Give Me Your Money.flac
rock-classic Vocals,vocals,Your Mother Should Know (Remastered 2009),01-05 Your Mother Should Know.flac
rock-classic Vocals,vocals,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
rock-classic Vocals,vocals,Ziggy Stardust  (2012 Remaster),01-09 Ziggy Stardust.flac
rock-classic Vocals,vocals,Turn That Heartbeat Over Again,01-10 Turn That Heartbeat Over Again.flac
rock-classic Vocals,vocals,Uncle Albert / Admiral Halsey (2012 Remaster),01-05 Uncle Albert   Admiral Halsey.flac
rock-classic Vocals,vocals,Wouldn't It Be Nice (Stereo),01-14 Wouldn't It Be Nice.flac
rock-classic Vocals,vocals,With A Little Help From My Friends (Remastered),01-02 With A Little Help From My Friends.flac
rock-classic Vocals,vocals,Vitamin C,01-04 Vitamin C.flac
rock-classic Vocals,vocals,You're Going To Lose That Girl (Remastered),01-06 You're Going To Lose That Girl.flac
rock-classic Vocals,vocals,Where Or When,01-02 Where Or When.flac
rock-classic Vocals,vocals,Young Americans   (Single Version; 2002 Remaster),01-09 Young Americans.flac
rock-classic Vocals,vocals,Under Pressure (Remastered 2011),01-11 Under Pressure.flac
rock-classic Vocals,vocals,You Make Me Feel Good,01-02 You Make Me Feel Good.flac
